PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Title,gp
787,1,3,female,18,0,0,,7.4958,0,S,Miss,-0.272780688002
788,0,3,male,8,4,1,,29.125,0,Q,Master,7.92240682749
789,1,3,male,1,1,2,C.A.,20.575,0,S,Master,-3.05827358831
790,0,1,male,46,0,0,PC,79.2,B,C,Mr,2.97017401129
791,0,3,male,,0,0,,7.75,0,Q,Mr,2.83899092114
792,0,2,male,16,0,0,,26,0,S,Mr,4.56403129078
793,0,3,female,,8,2,CA.,69.55,0,S,Miss,17.2701339457
794,0,1,male,,0,0,PC,30.6958,0,C,Mr,2.58229888349
795,0,3,male,25,0,0,,7.8958,0,S,Mr,2.67336038282
796,0,2,male,39,0,0,,13,0,S,Mr,4.75534466361
797,1,1,female,49,0,0,,25.9292,D,S,Mrs,-2.5345839174
798,1,3,female,31,0,0,,8.6833,0,S,Mrs,0.814224723315
799,0,3,male,30,0,0,,7.2292,0,C,Mr,1.83970258207
800,0,3,female,30,1,1,,24.15,0,S,Mrs,0.487213117502
801,0,2,male,34,0,0,,13,0,S,Mr,2.36808830094
802,1,2,female,31,1,1,C.A.,26.25,0,S,Mrs,-1.99826901614
803,1,1,male,11,1,2,,120,B,S,Master,-5.11923140714
804,1,3,male,0.42,0,1,,8.5167,0,C,Master,-1.64586852891
805,1,3,male,27,0,0,,6.975,0,S,Mr,-1.58795573266
806,0,3,male,31,0,0,,7.775,0,S,Mr,1.41463080646
807,0,1,male,39,0,0,,0,A,S,Mr,8.86228951291
808,0,3,female,18,0,0,,7.775,0,S,Miss,0.775852513635
809,0,2,male,39,0,0,,13,0,S,Mr,4.75534466361
810,1,1,female,33,1,0,,53.1,E,S,Mrs,-8.39565148297
811,0,3,male,26,0,0,,7.8875,0,S,Mr,2.06130713059
812,0,3,male,39,0,0,A/,24.15,0,S,Mr,3.88930906884
813,0,2,male,35,0,0,,10.5,0,S,Mr,1.51044557538
814,0,3,female,6,4,2,,31.275,0,S,Miss,5.24821361742
815,0,3,male,30.5,0,0,,8.05,0,S,Mr,4.78159402167
816,0,1,male,,0,0,,0,B,S,Mr,4.65972152048
817,0,3,female,23,0,0,STON/O.,7.925,0,S,Miss,-1.54653142541
818,0,2,male,31,1,1,S.C./PARIS,37.0042,0,C,Mr,3.09834824543
819,0,3,male,43,0,0,C,6.45,0,S,Mr,2.06973383776
820,0,3,male,10,3,2,,27.9,0,S,Master,5.41584697728
821,1,1,female,52,1,1,,93.5,B,S,Mrs,-6.18963489438
822,1,3,male,27,0,0,,8.6625,0,S,Mr,0.747435746535
823,0,1,male,38,0,0,,0,0,S,Mr,3.31406345104
824,1,3,female,27,0,1,,12.475,E,S,Mrs,-5.00535355325
825,0,3,male,2,4,1,,39.6875,0,S,Master,4.62142479269
826,0,3,male,,0,0,,6.95,0,Q,Mr,2.08605389647
827,0,3,male,,0,0,,56.4958,0,S,Mr,-0.245883281513
828,1,2,male,1,0,2,S.C./PARIS,37.0042,0,C,Master,-1.24429143118
829,1,3,male,,0,0,,7.75,0,Q,Mr,2.83899092114
830,1,1,female,62,0,0,,80,B,,Mrs,-3.07840080246
831,1,3,female,15,1,0,,14.4542,0,C,Mrs,-0.442989159569
832,1,2,male,0.83,1,1,,18.75,0,S,Master,-4.53138621586
833,0,3,male,,0,0,,7.2292,0,C,Mr,1.79792076346
834,0,3,male,23,0,0,,7.8542,0,S,Mr,2.13816798165
835,0,3,male,18,0,0,,8.3,0,S,Mr,2.79724515475
836,1,1,female,39,1,1,PC,83.1583,E,C,Miss,-3.2107041342
837,0,3,male,21,0,0,,8.6625,0,S,Mr,4.9699967155
838,0,3,male,,0,0,,8.05,0,S,Mr,3.07200296389
839,1,3,male,32,0,0,,56.4958,0,S,Mr,-3.47530022555
840,1,1,male,,0,0,,29.7,C,C,Mr,-2.96901232662
841,0,3,male,20,0,0,SOTON/O,7.925,0,S,Mr,0.961425736199
842,0,2,male,16,0,0,S.O./P.P.,10.5,0,S,Mr,1.88035066993
843,1,1,female,30,0,0,,31,0,C,Miss,-5.32090056176
844,0,3,male,34.5,0,0,,6.4375,0,C,Mr,2.61485198861
845,0,3,male,17,0,0,,8.6625,0,S,Mr,5.04582076992
846,0,3,male,42,0,0,C.A.,7.55,0,S,Mr,2.54526616006
847,0,3,male,,8,2,CA.,69.55,0,S,Mr,19.2214639846
848,0,3,male,35,0,0,,7.8958,0,C,Mr,1.5556555993
849,0,2,male,28,0,1,,33,0,S,Mr,2.3164047275
850,1,1,female,,1,0,,89.1042,C,C,Mrs,-5.28780127937
851,0,3,male,4,4,2,,31.275,0,S,Master,-0.110269977062
852,0,3,male,74,0,0,,7.775,0,S,Mr,4.89908520377
853,0,3,female,9,1,1,,15.2458,0,C,Miss,0.722065068311
854,1,1,female,16,0,1,PC,39.4,D,S,Miss,-4.04713398013
855,0,2,female,44,1,0,,26,0,S,Mrs,0.152040801211
856,1,3,female,18,0,1,,9.35,0,S,Mrs,-3.06139891705
857,1,1,female,45,1,1,,164.8667,0,S,Mrs,-5.99758637756
858,1,1,male,51,0,0,,26.55,E,S,Mr,1.74945138977
859,1,3,female,24,0,3,,19.2583,0,C,Mrs,-3.52691737221
860,0,3,male,,0,0,,7.2292,0,C,Mr,1.79792076346
861,0,3,male,41,2,0,,14.1083,0,S,Mr,2.65967749712
862,0,2,male,21,1,0,,11.5,0,S,Mr,3.70895229689
863,1,1,female,48,0,0,,25.9292,D,S,Mrs,-3.54074723108
864,0,3,female,,8,2,CA.,69.55,0,S,Miss,17.2701339457
865,0,2,male,24,0,0,,13,0,S,Mr,3.49702854936
866,1,2,female,42,0,0,,13,0,S,Mrs,-3.28058146726
867,1,2,female,27,1,0,SC/PARIS,13.8583,0,C,Miss,-3.26934567099
868,0,1,male,31,0,0,PC,50.4958,A,S,Mr,3.33589693246
869,0,3,male,,0,0,,9.5,0,S,Mr,2.5837352357
870,1,3,male,4,1,1,,11.1333,0,S,Master,-1.89743123968
871,0,3,male,26,0,0,,7.8958,0,S,Mr,2.21324204713
872,1,1,female,47,1,1,,52.5542,D,S,Mrs,-9.57730458091
873,0,1,male,33,0,0,,5,B,S,Mr,1.83290959602
874,0,3,male,47,0,0,,9,0,S,Mr,6.70378341066
875,1,2,female,28,1,0,P/PP,24,0,C,Mrs,-2.29129505845
876,1,3,female,15,0,0,,7.225,0,C,Miss,-2.8753344472
877,0,3,male,20,0,0,,9.8458,0,S,Mr,3.24257057133
878,0,3,male,19,0,0,,7.8958,0,S,Mr,3.83408533526
879,0,3,male,,0,0,,7.8958,0,S,Mr,3.58576404563
880,1,1,female,56,0,1,,83.1583,C,C,Mrs,-4.50939630589
881,1,2,female,25,0,1,,26,0,S,Mrs,-2.11042144723
882,0,3,male,33,0,0,,7.8958,0,S,Mr,3.35834347644
883,0,3,female,22,0,0,,10.5167,0,S,Miss,-0.875121343042
884,0,2,male,28,0,0,C.A./SOTON,10.5,0,S,Mr,1.5817187547
885,0,3,male,25,0,0,SOTON/OQ,7.05,0,S,Mr,3.42627382046
886,0,3,female,39,0,5,,29.125,0,Q,Mrs,3.72121048786
887,0,2,male,27,0,0,,13,0,S,Mr,2.44534213387
888,1,1,female,19,0,0,,30,B,S,Miss,-4.24064939176
889,0,3,female,,1,2,W./C.,23.45,0,S,Miss,4.42526826474
890,1,1,male,26,0,0,,30,C,C,Mr,-1.72091246031
891,0,3,male,32,0,0,,7.75,0,Q,Mr,2.16540897298
